Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
298;11;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;49;0:49:00;Ninguna;
298;11;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;46;0:46:00;Sin cebolla;
299;6;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;17;0:17:00;Ninguna;
299;6;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;55;0:55:00;Ninguna;
299;6;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;15;0:15:00;Sin cebolla;
299;6;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;26;0:26:00;Ninguna;
300;18;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;54;0:54:00;Sin cebolla;
300;18;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;14;0:14:00;Ninguna;
300;18;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;22;0:22:00;Sin cebolla;
300;18;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;28;0:28:00;Ninguna;
301;8;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;23;0:23:00;Sin cebolla;
301;8;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;57;0:57:00;Sin cebolla;
301;8;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;49;0:49:00;Ninguna;
301;8;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;54;0:54:00;Ninguna;
302;5;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;15;0:15:00;Ninguna;
303;14;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;13;0:13:00;Ninguna;
303;14;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;16;0:16:00;Ninguna;
303;14;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;56;0:56:00;Sin cebolla;
303;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;7;0:07:00;Ninguna;
304;6;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;9;0:09:00;Ninguna;
304;6;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;7;0:07:00;Sin cebolla;
304;6;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;48;0:48:00;Ninguna;
304;6;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;21;0:21:00;Ninguna;
305;1;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;17;0:17:00;Ninguna;
305;1;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;48;0:48:00;Ninguna;
306;7;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;21;0:21:00;Sin cebolla;
307;20;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;39;0:39:00;Sin cebolla;
308;14;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;44;0:44:00;Sin cebolla;
308;14;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;41;0:41:00;Ninguna;
308;14;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;42;0:42:00;Ninguna;
308;14;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;59;0:59:00;Ninguna;
309;9;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;29;0:29:00;Ninguna;
309;9;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;43;0:43:00;Sin cebolla;
309;9;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;51;0:51:00;Sin cebolla;
310;17;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;43;0:43:00;Ninguna;
310;17;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;54;0:54:00;Sin cebolla;
311;6;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;46;0:46:00;Sin cebolla;
311;6;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;28;0:28:00;Sin cebolla;
312;2;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;45;0:45:00;Sin cebolla;
312;2;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;10;0:10:00;Sin cebolla;
313;10;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;27;0:27:00;Sin cebolla;
313;10;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;38;0:38:00;Ninguna;
313;10;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;26;0:26:00;Ninguna;
313;10;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;15;0:15:00;Sin cebolla;
314;20;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;5;0:05:00;Ninguna;
315;14;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;16;0:16:00;Sin cebolla;
315;14;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;7;0:07:00;Sin cebolla;
315;14;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;52;0:52:00;Sin cebolla;
315;14;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;51;0:51:00;Sin cebolla;
316;2;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;30;0:30:00;Ninguna;
316;2;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;23;0:23:00;Ninguna;
316;2;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;53;0:53:00;Sin cebolla;
316;2;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;52;0:52:00;Sin cebolla;
317;17;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;20;0:20:00;Sin cebolla;
317;17;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;37;0:37:00;Sin cebolla;
317;17;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;31;0:31:00;Sin cebolla;
318;13;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;39;0:39:00;Sin cebolla;
319;1;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;16;0:16:00;Sin cebolla;
319;1;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;17;0:17:00;Ninguna;
319;1;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;38;0:38:00;Sin cebolla;
319;1;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;55;0:55:00;Sin cebolla;
320;9;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;44;0:44:00;Sin cebolla;
320;9;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;44;0:44:00;Sin cebolla;
320;9;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;42;0:42:00;Ninguna;
321;18;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;34;0:34:00;Sin cebolla;
321;18;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;22;0:22:00;Sin cebolla;
321;18;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;39;0:39:00;Ninguna;
322;12;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;8;0:08:00;Ninguna;
322;12;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;52;0:52:00;Sin cebolla;
323;8;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;37;0:37:00;Sin cebolla;
323;8;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;33;0:33:00;Ninguna;
323;8;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;30;0:30:00;Ninguna;
323;8;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;22;0:22:00;Sin cebolla;
324;9;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;15;0:15:00;Sin cebolla;
324;9;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;58;0:58:00;Ninguna;
324;9;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;17;0:17:00;Ninguna;
325;18;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;26;0:26:00;Sin cebolla;
325;18;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;5;0:05:00;Sin cebolla;
325;18;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;13;0:13:00;Sin cebolla;
325;18;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;27;0:27:00;Ninguna;
326;14;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;14;0:14:00;Ninguna;
326;14;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;28;0:28:00;Ninguna;
326;14;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;49;0:49:00;Ninguna;
327;12;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;33;0:33:00;Ninguna;
327;12;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;7;0:07:00;Sin cebolla;
327;12;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;34;0:34:00;Ninguna;
328;4;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;21;0:21:00;Ninguna;
329;13;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;56;0:56:00;Ninguna;
329;13;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;17;0:17:00;Ninguna;
329;13;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;58;0:58:00;Ninguna;
329;13;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;8;0:08:00;Ninguna;
330;10;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;25;0:25:00;Sin cebolla;
330;10;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;43;0:43:00;Ninguna;
330;10;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;21;0:21:00;Ninguna;
330;10;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;51;0:51:00;Sin cebolla;
331;20;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;5;0:05:00;Ninguna;
331;20;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;26;0:26:00;Sin cebolla;
331;20;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;55;0:55:00;Ninguna;
331;20;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;35;0:35:00;Ninguna;
332;6;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;17;0:17:00;Ninguna;
333;6;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;38;0:38:00;Sin cebolla;
333;6;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;23;0:23:00;Sin cebolla;
334;12;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;36;0:36:00;Sin cebolla;
334;12;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;58;0:58:00;Ninguna;
334;12;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;31;0:31:00;Ninguna;
334;12;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;31;0:31:00;Ninguna;
335;14;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;33;0:33:00;Sin cebolla;
335;14;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;36;0:36:00;Sin cebolla;
336;4;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;12;0:12:00;Sin cebolla;
336;4;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;33;0:33:00;Sin cebolla;
336;4;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;20;0:20:00;Sin cebolla;
337;11;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;53;0:53:00;Ninguna;
337;11;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;5;0:05:00;Sin cebolla;
338;18;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;44;0:44:00;Ninguna;
338;18;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;10;0:10:00;Sin cebolla;
338;18;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;30;0:30:00;Sin cebolla;
338;18;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;59;0:59:00;Ninguna;
339;13;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;6;0:06:00;Sin cebolla;
339;13;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;40;0:40:00;Ninguna;
340;15;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;35;0:35:00;Sin cebolla;
340;15;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;56;0:56:00;Ninguna;
341;14;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;46;0:46:00;Ninguna;
341;14;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;34;0:34:00;Sin cebolla;
341;14;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;8;0:08:00;Sin cebolla;
342;19;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;23;0:23:00;Sin cebolla;
342;19;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;31;0:31:00;Sin cebolla;
343;12;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;58;0:58:00;Sin cebolla;
343;12;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;43;0:43:00;Ninguna;
344;15;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;11;0:11:00;Sin cebolla;
344;15;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;28;0:28:00;Sin cebolla;
344;15;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;19;0:19:00;Sin cebolla;
344;15;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;28;0:28:00;Ninguna;
345;16;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;18;0:18:00;Ninguna;
346;1;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;22;0:22:00;Sin cebolla;
347;7;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;44;0:44:00;Ninguna;
348;16;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;31;0:31:00;Sin cebolla;
348;16;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;57;0:57:00;Ninguna;
349;13;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;25;0:25:00;Sin cebolla;
349;13;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;7;0:07:00;Ninguna;
349;13;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;53;0:53:00;Ninguna;
350;2;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;52;0:52:00;Sin cebolla;
350;2;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;57;0:57:00;Sin cebolla;
351;1;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;18;0:18:00;Sin cebolla;
351;1;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;7;0:07:00;Sin cebolla;
352;1;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;7;0:07:00;Sin cebolla;
353;7;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;50;0:50:00;Sin cebolla;
353;7;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;16;0:16:00;Ninguna;
353;7;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;37;0:37:00;Ninguna;
353;7;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;25;0:25:00;Sin cebolla;
354;12;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;32;0:32:00;Sin cebolla;
354;12;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;49;0:49:00;Sin cebolla;
354;12;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;7;0:07:00;Sin cebolla;
354;12;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;49;0:49:00;Sin cebolla;
355;4;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;7;0:07:00;Sin cebolla;
356;1;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;7;0:07:00;Ninguna;
357;17;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;12;0:12:00;Ninguna;
357;17;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;5;0:05:00;Sin cebolla;
357;17;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;31;0:31:00;Sin cebolla;
357;17;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;48;0:48:00;Ninguna;
358;13;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;50;0:50:00;Ninguna;
358;13;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;50;0:50:00;Sin cebolla;
358;13;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;52;0:52:00;Ninguna;
359;11;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;26;0:26:00;Sin cebolla;
359;11;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;57;0:57:00;Sin cebolla;
359;11;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;12;0:12:00;Sin cebolla;
359;11;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;50;0:50:00;Sin cebolla;
360;16;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;42;0:42:00;Ninguna;
360;16;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;36;0:36:00;Sin cebolla;
360;16;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;51;0:51:00;Sin cebolla;
360;16;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;30;0:30:00;Sin cebolla;
361;16;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;58;0:58:00;Ninguna;
361;16;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;54;0:54:00;Sin cebolla;
362;15;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;41;0:41:00;Ninguna;
362;15;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;58;0:58:00;Ninguna;
362;15;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;24;0:24:00;Ninguna;
363;5;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;48;0:48:00;Ninguna;
363;5;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;41;0:41:00;Sin cebolla;
363;5;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;42;0:42:00;Ninguna;
363;5;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;18;0:18:00;Ninguna;
364;15;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;52;0:52:00;Ninguna;
364;15;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;20;0:20:00;Ninguna;
364;15;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;14;0:14:00;Ninguna;
364;15;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;26;0:26:00;Ninguna;
365;4;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;25;0:25:00;Sin cebolla;
366;17;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;30;0:30:00;Ninguna;
366;17;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;51;0:51:00;Sin cebolla;
366;17;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;9;0:09:00;Ninguna;
367;12;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;34;0:34:00;Sin cebolla;
367;12;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;26;0:26:00;Sin cebolla;
367;12;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;13;0:13:00;Sin cebolla;
368;13;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;45;0:45:00;Ninguna;
368;13;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;40;0:40:00;Sin cebolla;
369;20;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;7;0:07:00;Sin cebolla;
369;20;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;7;0:07:00;Sin cebolla;
369;20;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;8;0:08:00;Sin cebolla;
369;20;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;20;0:20:00;Sin cebolla;
370;13;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;33;0:33:00;Sin cebolla;
371;4;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;11;0:11:00;Sin cebolla;
371;4;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;13;0:13:00;Ninguna;
371;4;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;11;0:11:00;Ninguna;
371;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;14;0:14:00;Sin cebolla;
372;14;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;22;0:22:00;Ninguna;
373;19;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;41;0:41:00;Sin cebolla;
373;19;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;49;0:49:00;Ninguna;
373;19;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;17;0:17:00;Sin cebolla;
373;19;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;9;0:09:00;Sin cebolla;
374;18;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;9;0:09:00;Sin cebolla;
375;18;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;27;0:27:00;Ninguna;
376;16;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;5;0:05:00;Sin cebolla;
377;5;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;13;0:13:00;Ninguna;
377;5;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;33;0:33:00;Ninguna;
378;3;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;14;0:14:00;Sin cebolla;
378;3;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;7;0:07:00;Sin cebolla;
379;4;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;6;0:06:00;Ninguna;
380;5;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;58;0:58:00;Ninguna;
380;5;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;35;0:35:00;Ninguna;
381;4;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;35;0:35:00;Ninguna;
381;4;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;12;0:12:00;Ninguna;
382;20;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;54;0:54:00;Sin cebolla;
383;6;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;9;0:09:00;Sin cebolla;
384;1;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;26;0:26:00;Ninguna;
384;1;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;35;0:35:00;Sin cebolla;
384;1;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;49;0:49:00;Sin cebolla;
385;6;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;22;0:22:00;Ninguna;
386;5;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;40;0:40:00;Sin cebolla;
387;6;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;18;0:18:00;Sin cebolla;
388;18;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;52;0:52:00;Sin cebolla;
388;18;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;37;0:37:00;Ninguna;
388;18;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;31;0:31:00;Sin cebolla;
388;18;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;51;0:51:00;Sin cebolla;
389;19;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;24;0:24:00;Ninguna;
390;9;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;52;0:52:00;Sin cebolla;
390;9;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;13;0:13:00;Sin cebolla;
390;9;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;28;0:28:00;Sin cebolla;
391;15;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;35;0:35:00;Ninguna;
392;14;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;17;0:17:00;Ninguna;
392;14;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;37;0:37:00;Sin cebolla;
393;13;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;40;0:40:00;Ninguna;
393;13;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;23;0:23:00;Ninguna;
393;13;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;20;0:20:00;Sin cebolla;
393;13;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;26;0:26:00;Sin cebolla;
394;17;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;5;0:05:00;Ninguna;
394;17;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;42;0:42:00;Sin cebolla;
395;2;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;8;0:08:00;Ninguna;
396;11;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;31;0:31:00;Sin cebolla;
396;11;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;26;0:26:00;Sin cebolla;
397;4;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;10;0:10:00;Sin cebolla;
397;4;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;59;0:59:00;Sin cebolla;
398;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;50;0:50:00;Ninguna;
398;9;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;21;0:21:00;Sin cebolla;
399;7;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;45;0:45:00;Ninguna;
