,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3609,36.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,Male,1.0,Healthcare Representative,Single,27250.0,9.0,21.0,1.0,18.0,4.0,16.0,5.0,12.0,3.0,2.0,3.0,2.0,4.0
3610,44.0,1.0,Travel_Rarely,Research & Development,21.0,4.0,Life Sciences,Female,2.0,Laboratory Technician,Married,62720.0,1.0,19.0,1.0,10.0,3.0,10.0,0.0,5.0,1.0,4.0,3.0,3.0,3.0
3611,28.0,0.0,Travel_Frequently,Research & Development,2.0,3.0,Life Sciences,Female,2.0,Sales Representative,Married,21270.0,1.0,14.0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0
3612,51.0,0.0,Travel_Frequently,Sales,21.0,4.0,Medical,Male,2.0,Research Scientist,Single,182000.0,0.0,17.0,0.0,8.0,3.0,7.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0
3613,30.0,0.0,Non-Travel,Research & Development,2.0,4.0,Other,Male,1.0,Research Scientist,Single,20960.0,7.0,11.0,3.0,10.0,2.0,8.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0
3614,29.0,1.0,Travel_Rarely,Research & Development,29.0,4.0,Technical Degree,Female,1.0,Sales Representative,Divorced,28860.0,3.0,13.0,0.0,10.0,4.0,7.0,7.0,7.0,2.0,3.0,3.0,3.0,3.0
3615,28.0,0.0,Travel_Rarely,Sales,1.0,4.0,Life Sciences,Female,2.0,Sales Representative,Single,20330.0,2.0,15.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0
3616,25.0,0.0,Travel_Rarely,Research & Development,18.0,2.0,Life Sciences,Male,1.0,Research Scientist,Single,36220.0,1.0,25.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0
3617,32.0,0.0,Travel_Rarely,Research & Development,10.0,4.0,Other,Female,1.0,Sales Executive,Married,42330.0,1.0,11.0,0.0,10.0,5.0,10.0,0.0,8.0,3.0,4.0,4.0,3.0,3.0
3618,45.0,0.0,Travel_Frequently,Research & Development,19.0,3.0,Medical,Male,3.0,Laboratory Technician,Single,36810.0,3.0,17.0,1.0,22.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0
3619,39.0,0.0,Travel_Rarely,Sales,29.0,1.0,Marketing,Female,1.0,Laboratory Technician,Divorced,54600.0,6.0,13.0,2.0,21.0,3.0,19.0,15.0,2.0,3.0,2.0,3.0,3.0,3.0
3620,58.0,0.0,Travel_Rarely,Research & Development,27.0,3.0,Other,Male,2.0,Laboratory Technician,Divorced,21870.0,1.0,18.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0
3621,32.0,1.0,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,Female,1.0,Sales Executive,Married,96020.0,1.0,13.0,1.0,10.0,3.0,10.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0
3622,39.0,1.0,Travel_Rarely,Research & Development,18.0,2.0,Life Sciences,Male,2.0,Laboratory Technician,Single,28360.0,0.0,20.0,0.0,6.0,3.0,5.0,0.0,3.0,3.0,1.0,3.0,2.0,4.0
3623,30.0,0.0,Travel_Rarely,Sales,9.0,1.0,Marketing,Male,4.0,Research Director,Married,40890.0,0.0,18.0,0.0,10.0,2.0,9.0,6.0,7.0,1.0,4.0,3.0,4.0,3.0
3624,36.0,0.0,Travel_Rarely,Sales,1.0,3.0,Marketing,Male,2.0,Sales Executive,Married,166270.0,3.0,12.0,0.0,10.0,5.0,7.0,1.0,7.0,4.0,3.0,3.0,2.0,3.0
3625,46.0,0.0,Travel_Rarely,Sales,4.0,3.0,Medical,Male,1.0,Research Scientist,Single,26190.0,6.0,12.0,1.0,10.0,3.0,7.0,5.0,7.0,4.0,1.0,4.0,2.0,3.0
3626,28.0,0.0,Non-Travel,Research & Development,1.0,3.0,Medical,Male,5.0,Sales Executive,Married,56790.0,0.0,13.0,0.0,10.0,2.0,9.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0
3627,50.0,0.0,Travel_Rarely,Research & Development,20.0,2.0,Medical,Female,5.0,Laboratory Technician,Married,154020.0,4.0,21.0,0.0,25.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0
3628,40.0,1.0,Travel_Rarely,Sales,8.0,1.0,Other,Male,1.0,Laboratory Technician,Single,59850.0,2.0,13.0,3.0,9.0,1.0,5.0,1.0,0.0,4.0,2.0,3.0,2.0,3.0
3629,52.0,1.0,Travel_Rarely,Research & Development,3.0,2.0,Technical Degree,Male,3.0,Laboratory Technician,Single,25790.0,9.0,19.0,1.0,10.0,1.0,8.0,7.0,7.0,2.0,2.0,2.0,3.0,3.0
3630,30.0,0.0,Travel_Rarely,Research & Development,6.0,4.0,Medical,Female,1.0,Sales Executive,Married,30410.0,1.0,11.0,1.0,9.0,2.0,9.0,0.0,8.0,2.0,1.0,3.0,2.0,3.0
3631,39.0,0.0,Travel_Rarely,Research & Development,26.0,1.0,Medical,Male,2.0,Healthcare Representative,Single,34470.0,0.0,14.0,0.0,9.0,5.0,8.0,1.0,7.0,1.0,3.0,3.0,3.0,3.0
3632,31.0,0.0,Non-Travel,Research & Development,1.0,2.0,Medical,Male,1.0,Sales Executive,Divorced,195130.0,1.0,12.0,1.0,10.0,1.0,10.0,9.0,6.0,4.0,3.0,2.0,2.0,3.0
3633,41.0,0.0,Non-Travel,Sales,6.0,3.0,Life Sciences,Female,1.0,Research Director,Single,27730.0,1.0,11.0,0.0,19.0,3.0,19.0,11.0,9.0,3.0,2.0,3.0,3.0,3.0
3634,31.0,1.0,Travel_Frequently,Research & Development,3.0,1.0,Life Sciences,Male,1.0,Sales Executive,Single,71040.0,1.0,14.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0
3635,44.0,1.0,Travel_Rarely,Sales,5.0,3.0,Life Sciences,Male,1.0,Laboratory Technician,Married,63220.0,4.0,11.0,1.0,10.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0
3636,42.0,0.0,Non-Travel,Research & Development,4.0,3.0,Life Sciences,Male,2.0,Laboratory Technician,Married,20830.0,0.0,12.0,2.0,21.0,3.0,20.0,2.0,10.0,3.0,3.0,2.0,2.0,3.0
3637,55.0,0.0,Travel_Rarely,Sales,11.0,3.0,Technical Degree,Male,2.0,Manufacturing Director,Married,83810.0,4.0,15.0,1.0,23.0,3.0,19.0,9.0,11.0,4.0,3.0,3.0,3.0,3.0
3638,56.0,0.0,Travel_Rarely,Sales,3.0,2.0,Medical,Female,3.0,Manufacturing Director,Single,26910.0,6.0,16.0,1.0,36.0,6.0,7.0,7.0,7.0,4.0,2.0,3.0,3.0,3.0
3639,40.0,0.0,Non-Travel,Research & Development,1.0,1.0,Life Sciences,Male,1.0,Laboratory Technician,Divorced,42860.0,9.0,15.0,0.0,6.0,6.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
3640,34.0,0.0,Travel_Rarely,Research & Development,3.0,2.0,Technical Degree,Male,2.0,Research Director,Divorced,26590.0,0.0,24.0,3.0,10.0,2.0,9.0,1.0,6.0,4.0,4.0,2.0,3.0,4.0
3641,40.0,0.0,Travel_Rarely,Sales,4.0,3.0,Medical,Male,2.0,Sales Executive,Single,94340.0,1.0,13.0,1.0,9.0,3.0,9.0,8.0,8.0,3.0,4.0,3.0,2.0,3.0
3642,41.0,0.0,Travel_Frequently,Sales,1.0,4.0,Other,Female,2.0,Healthcare Representative,Divorced,55610.0,0.0,11.0,0.0,10.0,2.0,9.0,1.0,7.0,3.0,1.0,3.0,2.0,3.0
3643,35.0,0.0,Travel_Frequently,Sales,1.0,2.0,Technical Degree,Male,2.0,Manager,Single,66460.0,1.0,13.0,1.0,9.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0
3644,51.0,0.0,Travel_Rarely,Sales,18.0,2.0,Life Sciences,Male,4.0,Manufacturing Director,Divorced,77250.0,1.0,13.0,1.0,33.0,2.0,33.0,0.0,10.0,3.0,2.0,3.0,3.0,3.0
3645,38.0,0.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,Female,1.0,Research Scientist,Divorced,107250.0,3.0,18.0,0.0,11.0,5.0,7.0,1.0,7.0,2.0,1.0,3.0,2.0,3.0
3646,34.0,0.0,Travel_Rarely,Sales,4.0,3.0,Life Sciences,Male,2.0,Research Scientist,Single,88470.0,1.0,16.0,0.0,10.0,3.0,10.0,9.0,6.0,3.0,1.0,4.0,4.0,3.0
3647,25.0,0.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,Female,4.0,Research Scientist,Married,20450.0,3.0,19.0,0.0,7.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0
3648,58.0,1.0,Travel_Rarely,Sales,1.0,4.0,Technical Degree,Male,2.0,Sales Executive,Married,10090.0,7.0,13.0,2.0,31.0,3.0,10.0,5.0,9.0,3.0,1.0,2.0,4.0,3.0
3649,40.0,0.0,Travel_Rarely,Research & Development,14.0,4.0,Medical,Female,1.0,Research Scientist,Married,33480.0,3.0,22.0,0.0,7.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,4.0
3650,36.0,0.0,Travel_Frequently,Sales,16.0,2.0,Life Sciences,Male,1.0,Research Scientist,Married,12810.0,2.0,11.0,0.0,17.0,2.0,15.0,6.0,13.0,1.0,1.0,2.0,3.0,3.0
3651,48.0,0.0,Travel_Rarely,Research & Development,2.0,1.0,Life Sciences,Male,2.0,Research Scientist,Single,28190.0,1.0,20.0,0.0,11.0,2.0,10.0,0.0,8.0,4.0,4.0,3.0,2.0,4.0
3652,27.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Female,2.0,Laboratory Technician,Married,48510.0,8.0,18.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0
3653,51.0,0.0,Travel_Rarely,Research & Development,4.0,1.0,Medical,Female,3.0,Manufacturing Director,Single,40280.0,3.0,14.0,0.0,29.0,3.0,5.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0
3654,18.0,0.0,Non-Travel,Research & Development,1.0,4.0,Medical,Male,2.0,Sales Executive,Single,27200.0,1.0,22.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0
3655,35.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Other,Female,2.0,Research Director,Married,81200.0,0.0,13.0,0.0,10.0,2.0,9.0,0.0,0.0,4.0,4.0,3.0,2.0,3.0
3656,27.0,0.0,Travel_Frequently,Research & Development,26.0,4.0,Medical,Female,1.0,Research Director,Single,46470.0,3.0,17.0,0.0,8.0,3.0,6.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0
3657,55.0,1.0,Travel_Rarely,Research & Development,19.0,3.0,Technical Degree,Male,1.0,Human Resources,Single,46800.0,6.0,14.0,3.0,24.0,0.0,19.0,3.0,8.0,1.0,3.0,2.0,4.0,3.0
3658,56.0,0.0,Travel_Rarely,Research & Development,24.0,4.0,Life Sciences,Male,2.0,Laboratory Technician,Married,32210.0,4.0,15.0,2.0,33.0,2.0,19.0,15.0,9.0,4.0,2.0,3.0,3.0,3.0
3659,34.0,0.0,Non-Travel,Sales,1.0,2.0,Life Sciences,Male,2.0,Research Scientist,Divorced,86210.0,1.0,17.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0
3660,40.0,0.0,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,Male,2.0,Sales Executive,Divorced,45770.0,5.0,11.0,1.0,15.0,3.0,12.0,11.0,8.0,2.0,3.0,3.0,2.0,3.0
3661,34.0,0.0,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,Male,1.0,Research Scientist,Married,45530.0,4.0,18.0,1.0,10.0,2.0,8.0,7.0,7.0,2.0,3.0,3.0,4.0,3.0
3662,31.0,1.0,Travel_Frequently,Research & Development,2.0,2.0,Medical,Female,2.0,Manufacturing Director,Single,53960.0,7.0,17.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,3.0
3663,35.0,1.0,Travel_Frequently,Research & Development,1.0,2.0,Medical,Male,1.0,Manufacturing Director,Married,67960.0,0.0,13.0,0.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0
3664,38.0,0.0,Travel_Frequently,Research & Development,7.0,3.0,Medical,Female,2.0,Sales Representative,Divorced,76250.0,1.0,15.0,0.0,4.0,2.0,4.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0
3665,34.0,0.0,Travel_Rarely,Research & Development,10.0,4.0,Other,Female,2.0,Laboratory Technician,Single,74120.0,1.0,24.0,0.0,14.0,4.0,14.0,4.0,11.0,3.0,4.0,4.0,3.0,4.0
3666,28.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Female,2.0,Healthcare Representative,Married,111590.0,1.0,12.0,0.0,5.0,2.0,5.0,0.0,4.0,3.0,1.0,3.0,3.0,3.0
3667,31.0,1.0,Travel_Rarely,Research & Development,15.0,2.0,Life Sciences,Male,2.0,Sales Executive,Married,49600.0,1.0,15.0,0.0,10.0,3.0,10.0,6.0,7.0,4.0,3.0,2.0,2.0,3.0
3668,39.0,0.0,Travel_Rarely,Research & Development,17.0,4.0,Technical Degree,Female,2.0,Healthcare Representative,Married,104750.0,3.0,11.0,1.0,8.0,3.0,5.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0
3669,51.0,0.0,Travel_Frequently,Research & Development,20.0,3.0,Medical,Male,2.0,Sales Executive,Married,148140.0,2.0,11.0,1.0,14.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0
3670,41.0,0.0,Travel_Frequently,Research & Development,1.0,3.0,Life Sciences,Male,4.0,Sales Executive,Divorced,191410.0,3.0,12.0,1.0,12.0,2.0,6.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0
3671,37.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,Female,1.0,Healthcare Representative,Married,54050.0,7.0,15.0,0.0,8.0,3.0,6.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0
3672,33.0,0.0,Travel_Frequently,Research & Development,2.0,3.0,Medical,Female,1.0,Sales Executive,Married,87930.0,6.0,17.0,0.0,8.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0
3673,32.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,Male,5.0,Research Director,Married,191890.0,0.0,12.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
3674,39.0,0.0,Non-Travel,Research & Development,29.0,2.0,Life Sciences,Male,2.0,Sales Executive,Married,38750.0,3.0,15.0,0.0,13.0,3.0,6.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0
3675,25.0,0.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,Male,1.0,Sales Executive,Married,22160.0,2.0,13.0,3.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0
3676,52.0,0.0,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,Male,2.0,Sales Executive,Married,117130.0,2.0,14.0,0.0,24.0,2.0,5.0,0.0,2.0,4.0,3.0,2.0,3.0,3.0
3677,43.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,Male,1.0,Laboratory Technician,Single,78610.0,1.0,14.0,2.0,20.0,1.0,20.0,1.0,8.0,1.0,3.0,1.0,3.0,3.0
3678,27.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,Male,1.0,Human Resources,Married,37080.0,1.0,16.0,2.0,6.0,2.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0
3679,27.0,1.0,Travel_Rarely,Research & Development,2.0,5.0,Life Sciences,Female,1.0,Research Scientist,Single,137700.0,1.0,18.0,1.0,8.0,3.0,8.0,7.0,7.0,4.0,3.0,3.0,4.0,3.0
3680,26.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Other,Male,3.0,Laboratory Technician,Single,53040.0,0.0,20.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0
3681,42.0,0.0,Travel_Rarely,Sales,23.0,3.0,Marketing,Female,3.0,Research Scientist,Married,26420.0,0.0,13.0,1.0,21.0,3.0,20.0,0.0,9.0,3.0,1.0,3.0,3.0,3.0
3682,52.0,0.0,Travel_Rarely,Research & Development,5.0,2.0,Life Sciences,Female,1.0,Healthcare Representative,Married,27590.0,9.0,18.0,1.0,12.0,6.0,5.0,0.0,4.0,3.0,1.0,1.0,3.0,3.0
3683,37.0,0.0,Travel_Rarely,Research & Development,20.0,5.0,Life Sciences,Male,2.0,Manager,Single,68040.0,4.0,13.0,1.0,8.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0
3684,35.0,0.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,Female,2.0,Research Director,Single,61420.0,2.0,15.0,1.0,10.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0
3685,25.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Medical,Male,2.0,Sales Executive,Married,25000.0,4.0,14.0,2.0,7.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0,1.0,3.0
3686,26.0,0.0,Travel_Rarely,Research & Development,29.0,4.0,Life Sciences,Male,1.0,Research Scientist,Single,63890.0,0.0,22.0,0.0,8.0,2.0,7.0,0.0,7.0,3.0,1.0,3.0,2.0,4.0
3687,29.0,0.0,Travel_Rarely,Sales,9.0,3.0,Life Sciences,Male,1.0,Laboratory Technician,Single,111030.0,1.0,12.0,0.0,10.0,5.0,10.0,0.0,9.0,2.0,1.0,2.0,2.0,3.0
3688,49.0,1.0,Travel_Frequently,Sales,6.0,5.0,Medical,Female,2.0,Healthcare Representative,Single,23420.0,3.0,18.0,0.0,20.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0
3689,29.0,1.0,Travel_Frequently,Sales,3.0,2.0,Marketing,Female,2.0,Laboratory Technician,Single,68110.0,0.0,15.0,1.0,9.0,2.0,8.0,7.0,7.0,3.0,4.0,3.0,3.0,3.0
3690,54.0,0.0,Travel_Rarely,Sales,1.0,3.0,Medical,Female,2.0,Manager,Single,22970.0,6.0,18.0,2.0,29.0,2.0,20.0,12.0,7.0,4.0,4.0,2.0,2.0,3.0
3691,58.0,0.0,Travel_Rarely,Sales,22.0,3.0,Life Sciences,Female,2.0,Laboratory Technician,Married,24500.0,3.0,12.0,1.0,32.0,2.0,9.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0
3692,55.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,Female,3.0,Research Scientist,Divorced,50930.0,2.0,16.0,1.0,31.0,3.0,7.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0
3693,36.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Male,2.0,Sales Executive,Single,53090.0,3.0,13.0,0.0,15.0,5.0,5.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0
3694,31.0,1.0,Travel_Frequently,Sales,4.0,3.0,Life Sciences,Male,2.0,Manager,Single,30570.0,1.0,19.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0
3695,30.0,0.0,Travel_Rarely,Sales,3.0,3.0,Life Sciences,Male,3.0,Sales Executive,Divorced,51210.0,7.0,13.0,0.0,8.0,4.0,3.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0
3696,31.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Male,1.0,Laboratory Technician,Single,168560.0,3.0,12.0,1.0,9.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,3.0,3.0
3697,34.0,0.0,Travel_Frequently,Sales,2.0,1.0,Marketing,Female,5.0,Manager,Divorced,26860.0,5.0,11.0,0.0,10.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0
3698,31.0,1.0,Travel_Rarely,Sales,20.0,3.0,Technical Degree,Male,1.0,Research Scientist,Single,61800.0,1.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0
3699,27.0,0.0,Travel_Rarely,Human Resources,11.0,4.0,Medical,Male,4.0,Sales Executive,Married,66320.0,0.0,16.0,0.0,6.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0
3700,36.0,0.0,Travel_Rarely,Sales,1.0,3.0,Marketing,Male,2.0,Research Scientist,Single,35050.0,1.0,12.0,2.0,10.0,2.0,10.0,1.0,8.0,1.0,4.0,2.0,2.0,3.0
3701,36.0,0.0,Travel_Rarely,Research & Development,24.0,3.0,Other,Female,3.0,Research Director,Married,63970.0,4.0,14.0,1.0,11.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0
3702,47.0,0.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,Female,2.0,Sales Executive,Married,62740.0,7.0,14.0,2.0,17.0,0.0,6.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0
3703,25.0,1.0,Travel_Rarely,Sales,16.0,4.0,Life Sciences,Male,2.0,Research Scientist,Married,198590.0,3.0,19.0,0.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0
3704,37.0,0.0,Non-Travel,Sales,8.0,4.0,Medical,Male,1.0,Healthcare Representative,Single,75870.0,0.0,22.0,1.0,7.0,5.0,6.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0
3705,56.0,0.0,Travel_Rarely,Research & Development,10.0,4.0,Other,Male,2.0,Sales Representative,Married,42580.0,2.0,16.0,0.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0
3706,47.0,0.0,Travel_Rarely,Research & Development,3.0,2.0,Medical,Male,2.0,Laboratory Technician,Married,43640.0,3.0,11.0,1.0,26.0,3.0,20.0,5.0,6.0,1.0,3.0,4.0,3.0,3.0
3707,24.0,0.0,Travel_Rarely,Research & Development,5.0,1.0,Other,Male,1.0,Manufacturing Director,Married,43350.0,1.0,15.0,1.0,5.0,5.0,5.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0
3708,32.0,0.0,Travel_Rarely,Sales,4.0,3.0,Marketing,Male,1.0,Research Scientist,Married,53260.0,4.0,14.0,1.0,7.0,2.0,4.0,0.0,3.0,4.0,4.0,2.0,3.0,3.0
3709,34.0,0.0,Travel_Rarely,Research & Development,9.0,2.0,Medical,Male,1.0,Sales Executive,Married,32800.0,5.0,13.0,0.0,7.0,3.0,5.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0
3710,41.0,0.0,Travel_Rarely,Research & Development,26.0,3.0,Medical,Female,3.0,Sales Executive,Married,54850.0,2.0,17.0,2.0,7.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0
3711,40.0,0.0,Non-Travel,Sales,3.0,2.0,Life Sciences,Male,1.0,Sales Executive,Divorced,43420.0,3.0,11.0,1.0,11.0,6.0,8.0,0.0,7.0,3.0,3.0,4.0,2.0,3.0
3712,31.0,0.0,Travel_Rarely,Research & Development,16.0,3.0,Medical,Male,2.0,Human Resources,Divorced,27820.0,1.0,19.0,1.0,13.0,5.0,13.0,9.0,9.0,1.0,4.0,3.0,3.0,3.0
3713,46.0,1.0,Travel_Rarely,Research & Development,18.0,1.0,Medical,Male,1.0,Manufacturing Director,Divorced,59800.0,4.0,11.0,1.0,28.0,2.0,7.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0
3714,39.0,1.0,Non-Travel,Research & Development,2.0,4.0,Medical,Male,2.0,Manufacturing Director,Single,43810.0,2.0,15.0,2.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0
3715,31.0,1.0,Travel_Frequently,Sales,2.0,3.0,Medical,Male,2.0,Sales Executive,Single,25720.0,1.0,13.0,3.0,10.0,3.0,10.0,4.0,7.0,3.0,2.0,3.0,3.0,3.0
3716,45.0,0.0,Travel_Rarely,Sales,10.0,2.0,Marketing,Male,1.0,Sales Executive,Divorced,38330.0,2.0,14.0,0.0,24.0,1.0,7.0,0.0,7.0,2.0,1.0,3.0,3.0,3.0
3717,31.0,0.0,Travel_Rarely,Research & Development,16.0,4.0,Life Sciences,Male,3.0,Human Resources,Single,42440.0,9.0,13.0,0.0,8.0,3.0,3.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
3718,31.0,1.0,Travel_Frequently,Research & Development,7.0,4.0,Life Sciences,Male,1.0,Laboratory Technician,Married,65000.0,6.0,23.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0
3719,45.0,0.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,Female,1.0,Research Scientist,Married,184300.0,4.0,12.0,1.0,10.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0
3720,48.0,0.0,Travel_Rarely,Research & Development,24.0,3.0,Technical Degree,Male,2.0,Research Scientist,Divorced,16010.0,4.0,12.0,0.0,15.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0
3721,34.0,1.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,Male,2.0,Research Scientist,Married,26940.0,1.0,16.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0
3722,40.0,0.0,Non-Travel,Research & Development,25.0,4.0,Other,Female,1.0,Sales Executive,Divorced,31490.0,2.0,15.0,1.0,16.0,1.0,9.0,4.0,8.0,4.0,2.0,3.0,2.0,3.0
3723,28.0,0.0,Travel_Rarely,Research & Development,1.0,2.0,Technical Degree,Female,1.0,Research Scientist,Single,176390.0,0.0,13.0,1.0,6.0,0.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0
3724,44.0,0.0,Non-Travel,Research & Development,5.0,3.0,Life Sciences,Male,1.0,Laboratory Technician,Single,23190.0,3.0,18.0,0.0,7.0,4.0,5.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0
3725,53.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Technical Degree,Male,2.0,Manager,Single,116910.0,4.0,20.0,0.0,35.0,2.0,9.0,8.0,8.0,4.0,2.0,2.0,3.0,4.0
3726,49.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,Male,3.0,Laboratory Technician,Married,53240.0,2.0,19.0,0.0,20.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0
3727,40.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,Male,3.0,Laboratory Technician,Divorced,167520.0,2.0,18.0,1.0,8.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0
3728,44.0,0.0,Travel_Rarely,Research & Development,5.0,1.0,Other,Male,3.0,Research Scientist,Single,52280.0,1.0,13.0,0.0,6.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0
3729,33.0,0.0,Travel_Frequently,Human Resources,10.0,3.0,Medical,Female,2.0,Sales Executive,Married,27000.0,0.0,14.0,3.0,5.0,2.0,4.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0
